,price,location,Garden,Resale,Area,Parking,Furnished
1063,₹26 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area348,0,1
1064,₹3.20 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area980,0,0
1065,₹2.15 Cr ,"1 BHK Flat for Sale in Pali Village, Mumbai",no,yes,Area435,0,1
1066,₹1.40 Cr ,"2 BHK Flat for Sale in Jogeshwari East, Mumbai",no,yes,Area650,1,1
1067,₹80 Lac ,"1 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area350,0,1
1068,₹1.10 Cr ,"3 BHK Flat for Sale in Virar West, Mumbai",no,no,Area1037,0,1
1069,₹1.70 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area711,0,1
1070,₹2.50 Cr ,"2 BHK Flat for Sale in Malad East, Mumbai",yes,yes,Area789,0,0
1071,₹3.75 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area1002,1,1
1072,₹1.60 Cr ,"2 BHK Flat for Sale in Jay Prakash Nagar Goregaon East, Mumbai",no,yes,Area592,1,1
1073,₹13 Cr ,"3 BHK Flat for Sale in Bandra West, Mumbai",no,yes,Area1350,0,0
1074,₹1.24 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",yes,no,Area500,0,1
1075,₹45 Lac ,"1 BHK Flat for Sale in Vijay Park, Mumbai",yes,yes,Area280,0,1
1076,₹2.25 Cr ,"3 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area750,1,1
1077,₹75 Lac ,"1 BHK Flat for Sale in Vile Parle East, Mumbai",no,no,Area325,0,0
1078,₹3.30 Cr ,"3 BHK Flat for Sale in Evershine Nagar, Mumbai",no,yes,Area1031,0,0
1079,₹1.10 Cr ,"2 BHK Flat for Sale in Friends Colony Bhandup East, Mumbai",yes,yes,Area547,0,1
1080,₹4 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",yes,yes,Area800,0,0
1081,₹1.11 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area425,0,1
1082,₹43 Lac ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area376,0,0
1083,₹2.80 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",no,yes,Area620,0,1
1084,₹68 Lac ,2 BHK Flat for Sale in Mumbai,no,no,Area918,0,0
1085,₹45 Lac ,"1 BHK Flat for Sale in Borivali, Mumbai",no,yes,Area279,0,0
1086,₹1.20 Cr ,"2 BHK Flat for Sale in Nahur East, Mumbai",yes,yes,Area890,0,0
1087,₹1.18 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area476,0,0
1088,₹1.87 Cr ,"2 BHK Flat for Sale in Akurli Cross Road, Mumbai",yes,yes,Area642,1,0
1089,₹2.10 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area769,0,1
1090,₹1.95 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area925,0,0
1091,₹70 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area413,0,0
1092,₹1.09 Cr ,"1 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area422,0,1
1093,₹3.50 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1000,0,1
1094,₹95 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area690,0,1
1095,₹2.60 Cr ,"2 BHK Flat for Sale in Borivali East, Mumbai",yes,yes,Area765,0,1
1096,₹1.25 Cr ,"2 BHK Flat for Sale in Kanyapada, Mumbai",no,yes,Area660,0,1
1097,₹1.70 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area760,1,0
1098,₹1.05 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,no,Area420,0,1
1099,₹1.50 Cr ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area635,0,1
1100,₹1.60 Cr ,"1 BHK Flat for Sale in Byculla, Mumbai",no,yes,Area370,0,0
1101,₹1.37 Cr ,"3 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area710,0,1
1102,₹27 Lac ," Studio Apartment for Sale in Goregaon East, Mumbai",no,yes,Area340,0,0
1103,₹1.30 Cr ,"2 BHK Flat for Sale in Mira Road East, Mumbai",yes,yes,Area708,0,1
1104,₹5 Cr ,"2 BHK Flat for Sale in Kemps Corner Malabar Hill, Mumbai",no,yes,Area1000,0,0
1105,₹35 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",no,yes,Area640,0,1
1106,₹3.25 Cr ,"3 BHK Flat for Sale in Versova Andheri West, Mumbai",yes,yes,Area1100,0,1
1107,₹33.7 Lac ,"1 BHK Flat for Sale in Qureshi Nagar, Mumbai",no,yes,Area650,0,1
1108,₹95 Lac ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area1050,0,1
1109,₹24 Lac ,"1 BHK Flat for Sale in Virar East, Mumbai",no,yes,Area350,0,1
1110,₹32.4 Lac ,"2 BHK Flat for Sale in Qureshi Nagar, Mumbai",no,yes,Area58,0,0
1111,₹33.7 Lac ,"1 BHK Flat for Sale in Qureshi Nagar, Mumbai",no,yes,Area650,0,0
1112,₹33.7 Lac ,"1 BHK Flat for Sale in Golden Nest Phase 1, Mumbai",no,yes,Area650,0,1
1113,₹33.7 Lac ,"1 BHK Flat for Sale in Golden Nest Phase 1, Mumbai",no,yes,Area650,0,1
1114,₹33.7 Lac ,"1 BHK Flat for Sale in Golden Nest Phase 1, Mumbai",no,yes,Area650,0,1
1115,₹33.7 Lac ,"1 BHK Flat for Sale in Golden Nest Phase 1, Mumbai",no,yes,Area650,0,1
1116,₹1.06 Cr ,"1 BHK Flat for Sale in Pratiksha Nagar Vakola, Mumbai",yes,yes,Area475,0,0
1117,₹2.65 Cr ,"2 BHK Flat for Sale in Jogeshwari West, Mumbai",no,yes,Area1550,0,1
1118,₹4.41 Cr ,"3 BHK Flat for Sale in Juhu Lane, Mumbai",no,yes,Area1260,0,1
1119,₹1.60 Cr ,"1 BHK Flat for Sale in Bhakti Park, Mumbai",yes,yes,Area530,0,1
1120,₹1.92 Cr ,"3 BHK Flat for Sale in Borivali East, Mumbai",no,yes,Area757,1,1
1121,₹6 Cr ,"4 BHK Flat for Sale in Borivali West, Mumbai",yes,yes,Area1850,0,1
1122,₹1.15 Cr ,"2 BHK Flat for Sale in Ekta Nagar Malad West, Mumbai",yes,yes,Area1000,1,0
1123,₹1.35 Cr ,"1 BHK Flat for Sale in Mahavir Nagar Kandivali West, Mumbai",yes,yes,Area452,0,0
1124,₹76 Lac ,"1 BHK Flat for Sale in Mira Road, Mumbai",yes,yes,Area488,0,0
1125,₹50 Lac ," Studio Apartment for Sale in Goregaon East, Mumbai",no,yes,Area280,0,1
1126,₹2.25 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area700,0,1
1127,₹3.50 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area1044,0,0
1128,₹83 Lac ,"1 BHK Flat for Sale in Pathanwadi Road, Mumbai",no,no,Area324,0,0
1129,₹45 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area539,0,0
1130,₹1.37 Cr ,"2 BHK Flat for Sale in Orlem, Mumbai",no,yes,Area850,0,0
1131,₹2.31 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area907,0,1
1132,₹2.25 Cr ,"2 BHK Flat for Sale in Park Road, Mumbai",no,yes,Area730,0,1
1133,₹75 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area586,1,0
1134,₹47.8 Lac ,"2 BHK Flat for Sale in Qureshi Nagar, Mumbai",no,yes,Area675,0,1
1135,₹4.25 Cr ,"2 BHK Flat for Sale in Dadar East, Mumbai",yes,yes,Area850,0,0
1136,₹82 Lac ,"1 BHK Flat for Sale in Nahur East, Mumbai",yes,no,Area400,0,1
1137,₹1.28 Cr ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area600,0,1
1138,₹97 Lac ,"1 BHK Flat for Sale in Jogeshwari East, Mumbai",no,yes,Area410,0,1
1139,₹1.95 Cr ,"1 BHK Flat for Sale in Matunga West, Mumbai",no,no,Area400,0,1
1140,₹4.10 Cr ,"3 BHK Flat for Sale in Wadala, Mumbai",yes,yes,Area983,0,0
1141,₹72 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area550,0,0
1142,₹32 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area501,1,1
1143,₹1.50 Cr ,"1 BHK Flat for Sale in Grant Road West, Mumbai",no,yes,Area350,0,1
1144,₹3.69 Cr ,"4 BHK Flat for Sale in Matunga, Mumbai",no,yes,Area1230,0,1
1145,₹2.25 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area545,0,1
1146,₹1.05 Cr ,"1 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area440,0,0
1147,₹11 Cr ,"4 BHK Flat for Sale in JVPD Scheme, Mumbai",no,yes,Area1830,0,1
1148,₹1.80 Cr ,"2 BHK Flat for Sale in Bandra West, Mumbai",no,yes,Area450,0,0
1149,₹3 Cr ,"5 BHK Flat for Sale in Dongri, Mumbai",no,yes,Area1400,0,1
1150,₹1.75 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",no,no,Area752,0,0
1151,₹1.40 Cr ,"2 BHK Flat for Sale in Mulund East, Mumbai",no,yes,Area583,0,0
1152,₹2.40 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1020,0,1
1153,₹56 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area560,0,1
1154,₹5 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",yes,yes,Area1170,0,0
1155,₹5 Cr ,"3 BHK Flat for Sale in Mazgaon, Mumbai",no,yes,Area1080,0,1
1156,₹75 Lac ,"1 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area324,0,0
1157,₹1.20 Cr ,"2 BHK Flat for Sale in Ashok Nagar Mulund West, Mumbai",no,yes,Area577,0,0
1158,₹70 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",no,yes,Area850,1,0
1159,₹61 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area338,0,0
1160,₹63.1 Lac ,"1 BHK Flat for Sale in Nahur West, Mumbai",no,yes,Area420,0,0
1161,₹1.95 Cr ,"2 BHK Flat for Sale in Santacruz East, Mumbai",no,no,Area590,0,1
1162,₹20 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area250,0,1
1163,₹31 Lac ,"1 BHK Flat for Sale in Virar East, Mumbai",no,yes,Area551,1,1
1164,₹25 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area560,0,1
1165,₹1.50 Cr ,"2 BHK Flat for Sale in Kanjurmarg East, Mumbai",yes,yes,Area625,0,1
1166,₹47 Lac ,2 BHK Flat for Sale in Mumbai,yes,yes,Area824,0,1
1167,₹52 Lac ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area269,0,0
1168,₹1.88 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area920,0,0
1169,₹1.69 Cr ,"2 BHK Flat for Sale in Chandivali, Mumbai",yes,yes,Area715,1,1
1170,₹1.35 Cr ,"2 BHK Flat for Sale in Mira Road East, Mumbai",yes,yes,Area830,0,0
1171,₹1.15 Cr ,"1 BHK Flat for Sale in Byculla West, Mumbai",no,yes,Area400,0,0
1172,₹2.75 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1225,0,1
1173,₹4 Cr ,"2 BHK Flat for Sale in Shivaji Park, Mumbai",yes,yes,Area602,0,1
1174,₹1 Cr ,"1 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area325,1,0
1175,₹1 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area475,0,1
1176,₹1.05 Cr ,"1 BHK Flat for Sale in Gokuldham Colony Goregaon East, Mumbai",yes,yes,Area400,0,1
1177,₹2.50 Cr ,"2 BHK Flat for Sale in Adarsh Nagar Shravan Nagar, Mumbai",yes,yes,Area712,1,1
1178,₹1.85 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area650,0,1
1179,₹65 Lac ,"2 BHK Flat for Sale in Vasai East, Mumbai",no,yes,Area613,0,1
1180,₹1.65 Cr ,"1 BHK Flat for Sale in Vallabhai Patel Road, Mumbai",no,yes,Area330,0,1
1181,₹96 Lac ,"1 BHK Flat for Sale in Mulund East, Mumbai",no,yes,Area470,0,1
1182,₹42 Lac ,"1 BHK Flat for Sale in Kurla West, Mumbai",no,yes,Area270,0,1
1183,₹1.50 Cr ,"2 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area600,1,1
1184,₹1.50 Cr ,"1 BHK Flat for Sale in Prabhadevi New Road, Mumbai",no,yes,Area460,0,1
1185,₹1.45 Cr ,"2 BHK Flat for Sale in Liberty Garden, Mumbai",no,yes,Area510,0,1
1186,₹4.50 Cr ,"3 BHK Flat for Sale in Satsang CHSL, Mumbai",no,yes,Area940,0,1
1187,₹1.35 Cr ,"1 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area440,1,1
1188,₹1.50 Cr ,"2 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area650,1,0
1189,₹2 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area640,1,0
1190,₹85 Lac ,"1 BHK Flat for Sale in Vasai West, Mumbai",no,yes,Area1250,0,0
1191,₹1.60 Cr ,"2 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area800,1,1
1192,₹1 Cr ," Studio Apartment for Sale in Mahim West, Mumbai",no,yes,Area300,0,1
1193,₹1 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area475,0,1
1194,₹1.20 Cr ,"1 BHK Flat for Sale in Ashok Nagar Chunabhatti, Mumbai",no,yes,Area500,1,0
1195,₹27 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",no,yes,Area520,0,1
1196,₹2.90 Cr ,"1 BHK Flat for Sale in Bandra West, Mumbai",no,yes,Area750,0,0
1197,₹85 Lac ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area58,0,1
1198,₹1 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area300,0,0
1199,₹2.35 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area782,0,1
1200,₹44 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area650,0,1
1201,₹95 Lac ,"1 BHK Flat for Sale in Anand Nagar Dahisar East, Mumbai",no,yes,Area442,0,1
1202,₹70 Lac ,"1 BHK Flat for Sale in Vasai West, Mumbai",no,yes,Area500,0,0
1203,₹70 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area380,0,1
1204,₹2.05 Cr ,"2 BHK Flat for Sale in Liberty Garden, Mumbai",yes,yes,Area712,0,0
1205,₹85 Lac ,"1 BHK Flat for Sale in Malad East, Mumbai",yes,yes,Area620,0,1
1206,₹1.92 Cr ,"3 BHK Flat for Sale in Bhandup West, Mumbai",no,no,Area815,0,0
1207,₹1.25 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area550,1,1
1208,₹1.12 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",yes,yes,Area456,1,1
1209,₹1.68 Cr ,"2 BHK Flat for Sale in Bhayandar West, Mumbai",yes,yes,Area620,0,1
1210,₹2.13 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area602,0,0
1211,₹1.70 Cr ,"3 BHK Flat for Sale in Dahisar East, Mumbai",no,yes,Area900,0,1
1212,₹4.90 Cr ,"3 BHK Flat for Sale in Mahim West, Mumbai",no,yes,Area1000,1,1
1213,₹3.09 Cr ,"3 BHK Flat for Sale in Marol, Mumbai",no,yes,Area860,0,1
1214,₹1.35 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",no,yes,Area444,0,1
1215,₹4.25 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area1150,1,1
1216,₹49 Lac ,"3 BHK Flat for Sale in Ulhasnagar, Mumbai",no,yes,Area1577,1,1
1217,₹3.30 Cr ,"3 BHK Flat for Sale in Borivali East, Mumbai",yes,no,Area1007,1,1
1218,₹1.95 Cr ,"3 BHK Flat for Sale in Panchsheel Nagar Bhandup West, Mumbai",no,yes,Area1450,1,0
1219,₹1.10 Cr ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area485,0,1
1220,₹1.10 Cr ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",yes,yes,Area450,0,0
1221,₹3.60 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",yes,yes,Area1084,1,1
1222,₹4.50 Cr ,"6 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area1475,0,0
1223,₹4.11 Cr ,"2 BHK Flat for Sale in Girgaon, Mumbai",no,yes,Area667,0,0
1224,₹1.80 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",yes,yes,Area830,1,0
1225,₹5.50 Cr ,"4 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1800,0,1
1226,₹1.85 Cr ,"2 BHK Flat for Sale in Borivali, Mumbai",no,yes,Area647,0,1
1227,₹95 Lac ,"1 BHK Flat for Sale in Goregaon West, Mumbai",yes,no,Area440,0,0
1228,₹4 Cr ,"3 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area1100,1,1
1229,₹2.20 Cr ,"2 BHK Flat for Sale in Borivali West, Mumbai",yes,yes,Area740,1,1
1230,₹1.65 Cr ,"2 BHK Flat for Sale in Tambe Nagar, Mumbai",no,no,Area612,0,0
1231,₹1.13 Cr ,"2 BHK Flat for Sale in Maratha Colony Dahisar, Mumbai",no,yes,Area633,1,0
1232,₹1.45 Cr ,"2 BHK Flat for Sale in Nehru Nagar Airport Area, Mumbai",no,yes,Area560,0,0
1233,₹32.5 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area384,0,0
1234,₹1.99 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area425,0,1
1235,₹3.60 Cr ,"4 BHK Flat for Sale in Chikoowadi Borivali West, Mumbai",no,no,Area1140,0,1
1236,₹55 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area270,0,0
1237,₹26 Lac ,"1 BHK Flat for Sale in Nalasopara West, Mumbai",no,yes,Area550,0,0
1238,₹1.75 Cr ,"3 BHK Flat for Sale in Dahisar East, Mumbai",no,yes,Area1276,0,1
1239,₹1.45 Cr ,"1 BHK Flat for Sale in Pant Nagar, Mumbai",no,yes,Area509,0,1
1240,₹58 Lac ,"1 BHK Flat for Sale in Bhayandar East, Mumbai",yes,yes,Area420,0,0
1241,₹3.20 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area965,0,1
1242,₹2.50 Cr ,"1 BHK Flat for Sale in Chinchpokli, Mumbai",no,yes,Area361,0,1
1243,₹4.25 Cr ,"3 BHK Flat for Sale in Borivali East, Mumbai",no,no,Area1750,0,0
1244,₹1.25 Cr ,"1 BHK Flat for Sale in Oshiwara, Mumbai",no,yes,Area430,0,0
1245,₹85 Lac ,"2 BHK Flat for Sale in Vasai West, Mumbai",yes,yes,Area593,0,1
1246,₹55 Lac ,"1 BHK Flat for Sale in Koliwada Masjid Bandar West, Mumbai",no,yes,Area280,0,0
1247,₹45 Lac ,"1 BHK Flat for Sale in Bhayandar East, Mumbai",no,yes,Area539,0,0
1248,₹85 Lac ,"1 BHK Flat for Sale in Devipada, Mumbai",no,yes,Area377,1,0
1249,₹14 Cr ,"4 BHK Flat for Sale in Prabhadevi, Mumbai",yes,yes,Area1900,0,1
1250,₹4 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area750,0,1
1251,₹55 Lac ,"2 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area540,0,1
1252,₹42 Lac ,"1 BHK Flat for Sale in Virar East, Mumbai",no,yes,Area560,1,1
1253,₹42 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area930,0,0
1254,₹73 Lac ,"1 BHK Flat for Sale in Samata Nagar Thakur Village, Mumbai",no,yes,Area376,0,0
1255,₹1.70 Cr ,"2 BHK Flat for Sale in Vikhroli West, Mumbai",no,yes,Area582,0,0
1256,₹2.35 Cr ,"3 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area1100,0,1
1257,₹5.10 Cr ,"3 BHK Flat for Sale in Prabhadevi, Mumbai",no,yes,Area1250,1,1
1258,₹6.50 Cr ,"4 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1800,0,1
1259,₹16 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area520,1,1
1260,₹40 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,no,Area410,0,0
1261,₹4.50 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area847,0,1
1262,₹2.40 Cr ,"1 BHK Flat for Sale in Naigaon Dadar East, Mumbai",no,yes,Area680,0,1
1263,₹5.30 Cr ,"2 BHK Flat for Sale in Santacruz West, Mumbai",no,yes,Area697,0,0
1264,₹1.05 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area455,0,1
1265,₹13 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",no,yes,Area275,0,0
1266,₹3.40 Cr ,"3 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area1200,1,1
1267,₹1.10 Cr ,"1 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area480,1,0
1268,₹52 Lac ,"2 BHK Flat for Sale in Bhayandar East, Mumbai",no,yes,Area660,0,0
1269,₹3.30 Cr ,"3 BHK Flat for Sale in Malad West, Mumbai",yes,yes,Area912,1,1
1270,₹34 Lac ,"1 BHK Flat for Sale in Nala Sopara, Mumbai",no,yes,Area650,1,1
1271,₹1.60 Cr ,"2 BHK Flat for Sale in Chandivali, Mumbai",no,yes,Area810,0,0
1272,₹2.60 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area600,0,1
1273,₹2.50 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area650,0,0
1274,₹1 Cr ,"1 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area426,0,0
1275,₹87 Lac ,"1 BHK Flat for Sale in Asalpha, Mumbai",yes,yes,Area528,1,0
1276,₹4 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area1100,0,1
1277,₹2.10 Cr ,"2 BHK Flat for Sale in Dahisar West, Mumbai",no,yes,Area1055,0,1
1278,₹1.55 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area627,0,0
1279,₹2.85 Cr ,"2 BHK Flat for Sale in Unnat Nagar Goregaon West, Mumbai",yes,yes,Area710,1,1
1280,₹1 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",yes,yes,Area650,0,0
1281,₹2.55 Cr ,"3 BHK Flat for Sale in Kurla West, Mumbai",yes,yes,Area875,1,1
1282,₹13 Lac ,"1 BHK Flat for Sale in Virar East, Mumbai",no,yes,Area345,0,0
1283,₹3.20 Cr ,"3 BHK Flat for Sale in Mulund, Mumbai",yes,yes,Area998,1,0
1284,₹1.80 Cr ,"1 BHK Flat for Sale in Jogeshwari West, Mumbai",yes,yes,Area550,0,1
1285,₹9.50 Cr ,"3 BHK Flat for Sale in Santacruz West, Mumbai",no,yes,Area1250,0,1
1286,₹2.90 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area710,0,0
1287,₹95 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area435,0,1
1288,₹55 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area270,0,1
1289,₹1.15 Cr ,"1 BHK Flat for Sale in Ghatkopar West, Mumbai",no,yes,Area520,1,1
1290,₹3.75 Cr ,"3 BHK Flat for Sale in Borivali East, Mumbai",no,yes,Area1051,0,1
1291,₹1.65 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area705,0,0
1292,₹2.30 Cr ,"2 BHK Flat for Sale in Chembur East, Mumbai",no,yes,Area955,1,1
1293,₹2.85 Cr ,"2 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area900,0,1
1294,₹3.50 Cr ,"2 BHK Flat for Sale in Yari Road, Mumbai",yes,yes,Area1240,0,0
1295,₹35.8 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area470,0,1
1296,₹2.05 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area653,0,0
1297,₹45 Lac ,"2 BHK Flat for Sale in Bolinj, Mumbai",yes,yes,Area585,0,0
1298,₹2.25 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area898,0,0
1299,₹13.95 Cr ,"4 BHK Flat for Sale in Prabhadevi, Mumbai",yes,yes,Area2650,0,0
1300,₹1.77 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",no,yes,Area611,1,1
1301,₹2.20 Cr ,"2 BHK Flat for Sale in Takshila Colony, Mumbai",no,yes,Area900,0,0
1302,₹3.10 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area1300,0,0
1303,₹1.80 Cr ,"2 BHK Flat for Sale in Dahisar East, Mumbai",no,yes,Area800,0,0
1304,₹3.85 Cr ,"3 BHK Flat for Sale in Santacruz West, Mumbai",no,yes,Area850,0,1
1305,₹3.80 Cr ,"2 BHK Flat for Sale in Lal Baug, Mumbai",no,yes,Area900,1,1
1306,₹50 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area410,1,1
1307,₹42 Lac ,"2 BHK Flat for Sale in Nala Sopara, Mumbai",no,yes,Area650,0,0
1308,₹2.85 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area1050,1,1
1309,₹32 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area450,0,1
1310,₹36.5 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",no,yes,Area460,0,1
1311,₹2.50 Cr ,"2 BHK Flat for Sale in Santacruz West, Mumbai",no,yes,Area925,0,1
1312,₹9 Cr ,"5 BHK Flat for Sale in Versova Andheri West, Mumbai",yes,yes,Area2000,1,1
1313,₹2.30 Cr ,"1 BHK Flat for Sale in Colaba, Mumbai",no,yes,Area522,0,0
1314,₹41 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area210,0,1
1315,₹2.40 Cr ,"2 BHK Flat for Sale in Kandivali East, Mumbai",no,no,Area1150,0,0
1316,₹65 Lac ,"2 BHK Flat for Sale in Bhabola, Mumbai",yes,yes,Area850,1,1
1317,₹70 Lac ,"1 BHK Flat for Sale in Juhu, Mumbai",no,no,Area365,0,0
1318,₹35 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",yes,yes,Area410,0,1
1319,₹1.65 Cr ,"2 BHK Flat for Sale in Borivali East, Mumbai",no,yes,Area731,0,0
1320,₹25 Lac ," Studio Apartment for Sale in Naigaon Palghar, Mumbai",yes,yes,Area240,0,0
1321,₹4.50 Cr ,"2 BHK Flat for Sale in Vile Parle West, Mumbai",no,yes,Area840,0,1
1322,₹32 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",yes,yes,Area500,0,0
